Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeSo,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",2009,"Dhalea Ceasefire",2016-04-20,"Multiparty signed/agreed",2,2809,IntraLocal,Cea,Ceas,"Representatives of Government of President Abd Rabbu Mansour Hadi:
Ahmad ‘Abadi al-Mu’akar 
Mohammad Ghalib al- Dhahiri 
Lieutenant Colonel ‘Ail ‘Abdu al- Ghriani 
Tahir ‘Abad al-Assad 
Feysal Satah Shooqran 
Ahmad Naji al-Sarari 
Mohammad Mahmood Safian 
Mohammad ‘Abad al- Shajri 

Representatives of Ansar Allah and the General People's Congress:
Abdu Salah al-Salami 
‘Abdu Salah al-Mashraqi 
Murad Ghalib Mazahim 
Na’ran ‘Abdu al-Jalil al-Siadi 
Mohammad Salah al- Niham 
‘Ali Ahmad al- Siadi 
Mohammad Hussein al- Na’iri 
Sa’id ‘Ali al- ‘Ansoob 

","Kingdom of Saudi Arabia","Page 1, Based on the agreement signed in South Dhahran in the Kingdom of Saudi Arabia on 10/4/2016 between us as the two sides,",YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",2010,"Implementation Mechanism of the Ceasefire Agreement in the Governorate of Marib ",2016-04-17,"Multiparty signed/agreed",2,3540,IntraLocal,Cea,Ceas,"Representatives of Government of President Abd Rabbu Mansour Hadi:
‘Abd Āllah ‘Alī al- Jimālī 
Ra’id ‘Abd Āllah al- Thābatī 
Nājī ‘Alī Manīf 
Āhmad ‘Alī Rabī’ 
‘Abd al-Hakīm Rāshid al-Zūmhī 
Muhammad Qāsim ‘Alwa 
‘Abd Āllah Muhammad Kawīr 
‘Abduh Hamid Shamalān 
Mahmūd Sālih Haliyān 
‘Abd al-Rahman ‘Alī ‘Āmur 

Representatives of Ansar Allah and General People's Congress
Muhammad bin ‘Alī Ta’ymān 
Sālim Hādī Raqīb 
Sa’īd ‘Alī Salāmah 
Sālih Sawda Ta’ymān 
Sālih Yahya al-Suqāf 
Khalid Sālih al-Āmīr 
‘Abd Āllah Sālih al- Sharīf 
Fāyaz Muhsin al- Suqāf 

","Kingdom of Saudi Arabia","Based on the agreement signed in Dhahran al-Janub in the Kingdom of Saudi Arabia on 10 April 2016 between us as the two sides. 
",YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",1826,"Ta'iz Ceasefire Agreement",2016-04-16,"Multiparty signed/agreed",2,3347,IntraLocal,Cea,Ceas,"Islah MP/NDC Member, Abdulkareem Shaiban
Southern Group NDC Member, Ali Mohammed Ahmed Al Ma’amari
Chairman of the of the De-escalation and Ceasefire Committee, Sheikh Mohammed Abdullah Nayef
Republican Guard, Brigadier Zakaria Al Muta’a","United Nations, GCC","Dharan al-Janoub ceasefire agreement (Taiz)",YEM,,678,,230,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",1586,"Dhahran al-Janoub Agreements on the Cessation of Hostilities in Yemen for Shabwah, al-Dhali’, al-Baydah, al-Jawf, Ma’rib, Ta’iz and Terms and Conditions",2016-04-10,"Multiparty signed/agreed",11,39876,Intra,Cea,Rel,"General People's Congress, Ansar Allah, Arab Coalition and Internationally recognised Government of Yemen [Hadi]","United Nations
Certified by the Representative of the Kingdom of Saudi Arabia
","constitution of the Yemeni Republic and UN Security Council resolution 2216 (2015) and other relevant Security Council resolutions, as well as the outputs of the national dialogue conference and the initiative of the Gulf Cooperation Council",YEM,,678,,230,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",2008,"Yemeni Military Ceasefire Order (with Signature by Ansar Allah Representative)",2016-04-10,"Status unclear",2,1789,Intra,Cea,Ceas,"Representative of Government of President Abd Rabbu Mansour Hadi [illegible]

Multiple news articles claim that the other signatory is a representative from Ansar Allah.",,,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",1825,"Ceasefire Implementation Agreement for the Governorate of Hajjah, signed in Dhahran al-Janoub",2016-04-04,"Multiparty signed/agreed",2,2645,Intra,Cea,Rel,"Government of Yemen; Ansar Allah-General People's Congress Alliance;

Representatives
Ahsan Salah Almarrani
Naser Hussein Al-Shajani","Representative of the Kingdom of Saudi Arabia",,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",1824,"Ceasefire Agreement for the Governorate of al-Hajjah between Ansar Allah and the legitimate Government of Yemen, signed in Dhahran al-Janoub",2016-04-02,"Multiparty signed/agreed",1,2105,Intra,Cea,Ceas,"Representative of Ansarallah and their Allies, Hasan Saleh Almarrani and Ali Al-Qahoom;
Legitimate Government Representative, Brigadier General Askar Zu'ail
","Coalition Countries under the leadership of Saudi Arabia","UN Security Council Resolution 2216",YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Government/territory,45,"Yemen Inter-group Agreements","Middle East and North Africa",2007,"Agreement to Solve the Problem regarding al-Ma'ashiq Palace",2016-02-29,"Multiparty signed/agreed",1,1530,IntraLocal,Pre,Conf,"Southern Resistance in Krater;
al-Maʿāshīq guards",,,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Yemen,Government,138,"Yemen peace process","Middle East and North Africa",1734,"Seven Point Peace Plan (Muscat Principles)",2015-10-19,"Agreement with subsequent status",1,636,Intra,Pre,Prin,"Yemeni Government led by President Hadi; Ansar Allah led by Abdel Malik al-Houthi; General People's Congress led by ex-President Saleh; ","Omani Government",,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2214,"Agreement between al-Rabadi Resistance and Ansar Allah, Ibb Governorate",2015-08-15,"Multiparty signed/agreed",1,2104,IntraLocal,Cea,CeaMix,"This is what the first party, the representative of Ansar Allah, Capt. Ali bin Hasan Abd Allah [illegible] and the second party, to represent the people of al-Rabadi, Muhammad Qassim Lutf, Ahmad Ali Ahmad Aqil, [illegible], Sheikh Abd al-Hamid Qassim al-Qat’ah, Sheikh Ameen Muhammad Abdullah Hasan [illegible], Capt. Sadiq al-Salahi, have signed","written by the mediator [illegible]",,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",1823,"Statement on Security in Governorate of Ibb",2015-06-02,"Multiparty signed/agreed",3,1982,IntraLocal,Pre,PreOth,"63 Imams and preachers",,,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",1676,"Agreement between the Tribes of ʿUbaydah and Ansar Allah",2014-12-04,"Multiparty signed/agreed",2,4821,IntraLocal,SubPar,Iss,"Ansar Allah (the Houthis) as the first party and the 'Ubaydah Tribes and those under their auspices in Ma’rib governorate from the valley to the city as the second party ",,,YEM,,678,,230,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",1884,"Peace and National Partnership Implementation Agreement ",2014-11-01,"Multiparty signed/agreed",1,1689,Intra,Imp,ExtPar,"Hassan Mohamed Mohamed Zayd, al-Haqq Party;
 Dr. Ahmed Ubaid Bin Dagher, General People's Congress;
 Abdul Wahab al-Ansi, Islah Party ;
[No Signature], Arab Baath Socialist Party ;
Yahya Mansour Abu Asbaa, Yemeni Socialist Party;
 Abdul Aziz Ahmed Jabari, Justice and Construction Party;
 Mohammed Sulayman Mohammed al-Samman, al-Rashad Party;
 Nabil Abdullah, Union of Popular Forces;
 Ahmed Ali Kalez, Unionist Union Party ;
Saleh Ali al-Samad, Ansar Allah ;
Yassin Omar Makkawi, Southern Movement;
 Shayef Azi Saghir, National Democratic Alliance;
 Dr. Abdullah Mohammed Dahan, Popular Unificationist Nasserite Organization",,"Peace and National Partnership Agreement",YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2006,"Agreement to Cease Fire between the Tihami Movement in Harah al-Yamin and Ansar Allah",2014-10-24,"Multiparty signed/agreed",1,1450,IntraLocal,Cea,Ceas,"On behalf of the Tihama Movement (Hārah al-Yamin): 
Mamdūh Muhammad ‘Issā Zayla’ī Muhammad ‘Aysh Āhmad Muhammad Āhmad Jamālī Muhammad ‘Aysh Hassan 
Shahab Muhammad al-‘Adīn Hassan Hādī Muhammad ‘Abd al-Rizāq 

On behalf of Ansar Allah: 
Ābū Taha ",,,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2087,"Untitled Agreement [in Yarim, Ibb Governorate]",2014-10-23,"Multiparty signed/agreed",1,1334,IntraLocal,Cea,Rel,"""meeting was held between sheikhs, dignitaries, representatives of political parties, local, military and security authorities, representatives of civil society and representatives of Ansar Allah and the Popular Committees""",,,YEM,,678,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yemen,Government/territory,138,"Yemen peace process","Middle East and North Africa",798,"The Peace and National Partnership Agreement",2014-09-21,"Multiparty signed/agreed",6,19217,Intra,SubPar,MultIss,"Not signed, agreement mentions the following parties as having produced it: all Yemeni constituencies represented in the National Dialogue Conference. It is presumed to include  President Abd Rabbo Mansour Hadi, representatives of Ansarallah and representatives of the Southern Movement. 
",,,YEM,,678,,230,1535,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,1,0,0,1,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
