Dat,AgtId
16/12/1993,1849
04/03/1994,1850
29/07/1992,1851
04/12/2005,1852
06/05/2007,1853
07/05/2007,1854
15/05/1997,1855
10/03/2007,1856
31/12/2006,1857
15/01/2007,1858
18/02/2007,1859
01/09/2012,1864
18/02/2013,1865
05/10/1992,1867
25/09/2013,1868
02/04/1993,1869
01/07/1993,1870
22/11/1993,1871
08/02/1994,1872
11/05/1994,1873
06/04/1995,1874
19/01/1994,1875
26/03/1993,1876
22/04/1993,1877
12/03/1994,1878
05/11/1991,1879
27/12/1991,1880
23/05/1992,1882
26/06/2014,1883
01/11/2014,1884
24/04/2014,1885
05/02/2015,1886
12/09/1990,1887
16/12/1991,1888
19/12/2015,1891
26/04/2015,1892
21/01/2006,1894
19/05/2013,1898
02/11/2015,1900
10/07/2013,1901
14/09/2001,1902
03/10/1996,1903
